userid,date,Age,Gender,Marital,STATE,Education,Income
75006669,202206,52,2,2,NC,Some College,Under 50k
75006673,202206,60,2,1,PA,College,Over 100k
75006675,202206,40,1,2,TN,Some College,Under 50k
75006678,202206,47,1,1,ME,Some College,50k to 100k
75006679,202206,27,1,2,AL,Some College,Under 50k
75006680,202206,38,2,2,TN,College,Over 100k
75006684,202207,30,2,1,IA,College,Over 100k
75006685,202206,68,2,1,MO,High School,Under 50k
75006696,202206,71,2,1,MI,College,Over 100k
75006699,202207,63,2,2,OR,College,Over 100k
75006701,202206,55,2,1,VA,College,Over 100k
75006708,202207,32,2,1,FL,College,Over 100k
75006709,202206,34,1,1,SC,Some College,50k to 100k
75006710,202207,39,1,2,VA,College,Under 50k
75006715,202206,34,1,1,VA,College,Over 100k
75006719,202206,64,2,1,MS,Some College,50k to 100k
75006720,202206,42,1,1,CA,College,Over 100k
75006725,202206,26,2,2,OH,College,Under 50k
75006726,202207,39,2,1,MO,College,Over 100k
75006729,202206,75,2,1,TX,Some College,Under 50k
75006730,202207,78,2,1,TX,Some College,Under 50k
75006732,202206,47,2,1,NV,College,Over 100k
75006733,202206,67,1,2,TX,High School,Under 50k
75006737,202206,54,1,1,NY,College,Over 100k
75006741,202206,35,1,2,HI,Some College,Under 50k
75006756,202207,73,1,1,SC,High School,50k to 100k
75006757,202206,41,2,1,SC,College,Over 100k
75006758,202206,48,1,2,SC,College,50k to 100k
75006759,202206,29,1,1,NY,College,50k to 100k
75006765,202206,63,1,2,CA,College,Under 50k
75006773,202207,76,1,2,AK,College,50k to 100k
75006785,202206,39,1,1,FL,College,50k to 100k
75006786,202206,46,2,1,PA,High School,Under 50k
75006793,202206,37,1,2,CA,College,Over 100k
75006794,202206,38,1,1,CA,College,Over 100k
75006796,202206,75,2,1,FL,Some College,Under 50k
75006798,202206,32,2,1,OH,Some College,Under 50k
75006803,202206,66,1,1,VA,Some College,50k to 100k
75006804,202206,62,2,2,NJ,Some College,50k to 100k
75006808,202206,35,2,1,PA,College,Over 100k
75006812,202206,43,1,2,CT,College,Under 50k
75006816,202206,48,1,1,NY,High School,Over 100k
75006818,202206,45,2,1,OR,College,Over 100k
75006822,202206,48,2,1,CA,College,Over 100k
75006826,202207,49,1,2,IL,College,Under 50k
75006838,202206,57,1,2,FL,College,Under 50k
75006841,202206,59,2,1,TX,High School,50k to 100k
75006846,202206,52,2,2,MI,Some College,Under 50k
75006856,202206,47,1,2,NC,College,50k to 100k
75006857,202206,57,1,1,SC,High School,50k to 100k
75006862,202206,58,2,1,NJ,Some College,Over 100k
75006865,202206,41,1,2,SC,College,Over 100k
75006866,202207,56,1,1,SC,High School,Over 100k
75006873,202206,49,1,1,PA,College,Over 100k
75006875,202206,70,2,1,PA,Some College,50k to 100k
75006878,202206,41,2,2,MO,College,50k to 100k
75006880,202206,69,2,2,IL,College,Under 50k
75006882,202206,63,2,1,WA,Some College,Over 100k
75006887,202206,71,1,2,NV,Some College,Under 50k
75006888,202206,65,1,2,MN,High School,Under 50k
75006889,202207,49,1,1,MN,Some College,Under 50k
75006893,202206,58,1,2,IA,College,Under 50k
75006894,202206,61,1,2,CA,High School,Under 50k
75006895,202206,25,2,2,IA,High School,50k to 100k
75006896,202206,58,1,1,OR,High School,Under 50k
75006901,202206,43,1,2,AR,College,50k to 100k
75006909,202206,66,1,2,MI,College,50k to 100k
75006912,202206,35,1,2,CO,College,50k to 100k
75006917,202206,64,2,1,FL,High School,Under 50k
75006926,202206,65,2,2,OH,Some College,Under 50k
75006929,202206,42,2,1,OH,Some College,50k to 100k
75006934,202206,53,1,2,MI,Some College,50k to 100k
75006938,202206,43,1,2,MO,College,50k to 100k
75006939,202206,48,2,2,CA,College,Over 100k
75006952,202206,34,1,2,NY,Some College,Under 50k
75006953,202206,63,1,1,TN,College,Over 100k
75006961,202206,37,1,1,TX,Some College,Under 50k
75006967,202207,42,2,1,TX,College,Under 50k
75006970,202206,34,2,2,WA,College,Over 100k
75006979,202206,75,2,1,LA,College,50k to 100k
75007000,202206,36,1,1,UT,College,Over 100k
75007010,202206,40,1,2,KY,College,50k to 100k
75007014,202206,42,1,1,CA,Some College,Over 100k
75007018,202206,41,2,1,LA,College,50k to 100k
75007027,202206,77,2,2,MO,College,50k to 100k
75007029,202206,47,1,1,MO,Some College,50k to 100k
75007037,202206,58,2,1,TX,College,Over 100k
75007052,202207,78,2,1,TN,College,50k to 100k
75007062,202206,44,2,1,MA,College,Over 100k
75007074,202206,35,2,2,MO,High School,Under 50k
75007076,202206,30,2,1,IL,College,50k to 100k
75007077,202206,26,2,1,TX,College,Over 100k
75007079,202206,53,2,1,CO,College,Over 100k
75007084,202207,54,1,1,IL,Some College,Over 100k
75007090,202206,31,2,2,CA,College,50k to 100k
75007094,202207,74,2,1,GA,Some College,50k to 100k
75007095,202206,44,1,1,NY,College,Over 100k
75007099,202206,41,2,1,VA,College,Over 100k
75007100,202207,69,2,1,VA,College,Over 100k
75007101,202207,47,2,1,VA,College,50k to 100k
75007104,202207,41,2,1,NY,College,Over 100k
75007107,202206,34,1,2,OH,Some College,Under 50k
75007112,202206,73,1,2,NV,High School,Under 50k
75007117,202206,34,2,1,TX,College,Over 100k
75007120,202206,57,1,2,AR,Some College,Under 50k
75007125,202206,28,2,1,IL,Some College,50k to 100k
75007126,202207,37,2,1,IL,College,Under 50k
75007127,202206,39,1,2,NY,College,50k to 100k
75007142,202206,54,1,2,NJ,College,50k to 100k
75007147,202206,34,1,1,PA,College,Over 100k
75007148,202206,29,1,1,NY,College,50k to 100k
75007149,202206,51,2,2,KY,Some College,Under 50k
75007150,202207,50,1,2,FL,Some College,50k to 100k
75007154,202206,27,2,1,NV,College,Over 100k
75007155,202206,63,1,2,TX,Some College,Under 50k
75007158,202206,44,2,2,WA,College,50k to 100k
75007160,202207,49,2,1,ID,College,Over 100k
75007168,202206,46,2,1,ND,College,Over 100k
75007170,202207,58,1,2,IL,Some College,Under 50k
75007184,202207,36,1,1,MA,Some College,50k to 100k
75007187,202207,71,2,1,PA,College,Under 50k
75007201,202208,49,2,1,PA,College,Over 100k
75007202,202207,70,2,1,WA,High School,50k to 100k
75007205,202207,51,1,1,NC,College,50k to 100k
75007210,202208,50,2,1,IL,Some College,Over 100k
75007217,202207,34,2,1,NY,College,Over 100k
75007218,202207,77,2,1,PA,College,Over 100k
75007221,202207,43,2,1,CA,Some College,50k to 100k
75007223,202207,48,1,1,KY,College,Over 100k
75007227,202207,62,1,1,CT,College,Over 100k
75007230,202207,40,1,1,PA,Some College,50k to 100k
75007232,202207,51,2,2,AZ,Some College,Under 50k
75007233,202207,54,1,1,MI,Some College,50k to 100k
75007241,202208,39,1,1,VA,College,Over 100k
75007244,202207,30,1,2,CT,College,50k to 100k
75007251,202207,31,1,2,CO,Some College,Over 100k
75007252,202207,45,1,2,MI,Some College,Under 50k
75007256,202207,38,1,2,NY,College,Under 50k
75007257,202208,43,1,2,MN,College,50k to 100k
75007260,202208,75,2,1,NM,Some College,50k to 100k
75007266,202207,74,2,1,NY,College,50k to 100k
75007270,202207,43,1,1,MO,College,Over 100k
75007271,202207,25,1,2,PA,Some College,50k to 100k
75007273,202207,29,2,1,TX,College,Over 100k
75007279,202207,75,1,2,VA,College,Under 50k
75007280,202208,32,1,1,VA,College,50k to 100k
75007281,202207,29,2,1,AZ,College,50k to 100k
75007282,202207,40,1,2,FL,College,Under 50k
75007284,202207,42,1,2,NY,Some College,Under 50k
75007285,202207,40,1,2,NY,College,Under 50k
75007288,202207,73,2,1,FL,College,50k to 100k
75007289,202208,75,2,1,FL,Some College,50k to 100k
75007291,202207,24,1,1,TX,Some College,Under 50k
75007292,202207,73,2,1,CA,College,Over 100k
75007302,202207,60,1,1,NC,Some College,Under 50k
75007303,202207,30,1,2,CA,High School,Under 50k
75007320,202207,52,2,1,MI,High School,50k to 100k
75007321,202208,47,2,2,FL,College,Over 100k
75007323,202208,51,1,1,PA,Some College,Over 100k
75007326,202208,65,1,1,DE,College,50k to 100k
75007327,202207,42,1,1,NJ,High School,50k to 100k
75007328,202207,46,1,2,NY,Some College,Over 100k
75007329,202207,59,2,1,WV,Some College,Under 50k
75007334,202207,79,1,2,MT,High School,Under 50k
75007337,202207,68,2,2,MD,Some College,50k to 100k
75007343,202207,36,1,1,KY,Some College,50k to 100k
75007347,202207,26,2,1,MI,College,Over 100k
75007350,202207,62,2,1,AR,Some College,Under 50k
75007351,202207,68,1,1,PA,High School,Under 50k
75007352,202208,35,1,1,TX,College,50k to 100k
75007360,202207,70,1,2,WA,College,Under 50k
75007361,202207,59,1,2,OH,Some College,Under 50k
75007363,202207,55,1,2,WA,Some College,Under 50k
75007368,202207,48,1,2,OH,Some College,Under 50k
75007369,202207,49,1,1,MN,Some College,Over 100k
75007372,202207,29,1,1,OH,College,Over 100k
75007382,202208,51,1,1,PA,High School,Over 100k
75007384,202207,72,2,1,FL,College,Under 50k
75007386,202207,62,2,1,NY,College,Over 100k
75007390,202207,57,2,1,WA,College,Over 100k
75007393,202208,38,2,1,MD,College,Over 100k
75007399,202208,45,1,1,TX,College,Over 100k
75007411,202207,26,1,1,PA,College,Over 100k
75007412,202207,40,2,2,AR,College,50k to 100k
75007413,202208,58,1,1,IA,College,50k to 100k
75007414,202208,64,1,1,AR,College,Under 50k
75007415,202208,71,2,2,SC,Some College,Under 50k
75007416,202208,33,1,1,ID,College,50k to 100k
75007419,202207,66,2,2,TX,High School,Under 50k
75007422,202208,36,1,1,KS,College,Over 100k
75007428,202207,44,2,1,CA,College,Over 100k
75007429,202207,69,1,1,IL,College,Under 50k
75007430,202207,47,2,1,NM,College,50k to 100k
75007431,202207,75,2,2,GA,Some College,Under 50k
75007432,202207,40,1,1,TN,Some College,Under 50k
75007433,202207,61,1,1,NY,Some College,Under 50k
75007434,202208,42,2,1,MO,College,Over 100k
75007436,202207,50,1,2,IL,College,Under 50k
75007438,202207,35,2,1,CA,College,Over 100k
75007441,202208,62,2,1,AZ,High School,50k to 100k
75007443,202207,54,2,2,PA,College,Over 100k
75007444,202208,57,2,1,PA,College,Over 100k
75007445,202207,56,1,1,FL,College,50k to 100k
75007448,202207,65,1,2,LA,High School,Under 50k
75007452,202207,39,2,2,ND,College,Under 50k
75007454,202207,50,2,2,TX,Some College,Over 100k
75007457,202207,59,1,2,IN,Some College,Under 50k
75007466,202207,34,2,1,WA,College,Over 100k
75007468,202207,37,1,2,TX,College,50k to 100k
75007490,202207,60,1,2,IL,College,50k to 100k
75007496,202207,61,1,2,OH,Some College,Under 50k
75007501,202207,29,2,1,AZ,College,Over 100k
75007503,202208,75,2,1,MO,Some College,50k to 100k
75007509,202207,53,2,1,GA,College,50k to 100k
75007510,202208,65,2,1,VA,College,50k to 100k
75007511,202207,75,2,1,TN,College,50k to 100k
75007518,202207,68,1,2,IL,Some College,50k to 100k
75007522,202208,63,1,1,NH,College,Over 100k
75007528,202207,56,1,2,PA,College,Under 50k
75007530,202207,24,1,1,MI,College,Over 100k
75007533,202207,37,1,1,WA,High School,50k to 100k
75007535,202207,67,2,1,CA,College,Over 100k
75007536,202207,35,2,1,MA,College,50k to 100k
75007538,202207,33,1,1,TX,Some College,Under 50k
75007544,202207,37,2,2,OH,College,50k to 100k
75007548,202207,56,1,2,PA,Some College,50k to 100k
75007556,202207,57,1,2,TX,High School,Under 50k
75007558,202207,70,1,1,NJ,College,Over 100k
75007559,202207,54,2,1,MA,Some College,50k to 100k
75007566,202207,57,1,1,RI,Some College,Under 50k
75007576,202207,68,2,2,TN,College,50k to 100k
75007581,202207,32,1,2,GA,College,50k to 100k
75007583,202207,53,1,2,TX,Some College,50k to 100k
75007588,202208,49,1,1,FL,Some College,50k to 100k
75007593,202207,25,1,1,KS,High School,Under 50k
75007594,202207,64,1,1,VA,College,50k to 100k
75007598,202207,25,1,1,CA,College,Over 100k
75007616,202207,40,1,2,NC,College,50k to 100k
75007620,202207,55,1,1,TN,Some College,Under 50k
75007624,202207,36,2,1,NY,College,Under 50k
75007626,202207,31,2,1,MA,College,Over 100k
75007639,202207,57,1,1,IA,College,50k to 100k
75007644,202207,41,2,1,WI,Some College,Under 50k
75007652,202208,64,1,1,NY,College,Under 50k
75007653,202208,54,1,2,MO,College,Under 50k
75007654,202208,69,1,1,MO,College,50k to 100k
75007656,202207,46,1,2,LA,College,Under 50k
75007662,202208,31,1,1,ID,College,50k to 100k
75007664,202207,31,2,2,NY,College,Over 100k
75007667,202207,35,2,1,KS,Some College,Over 100k
75007670,202207,36,2,2,CA,College,Over 100k
75007674,202207,64,1,2,NV,Some College,Under 50k
75007683,202208,39,2,1,MI,Some College,Over 100k
75007685,202208,55,2,1,GA,College,Over 100k
75007696,202208,49,2,1,FL,Some College,Over 100k
75007697,202208,56,1,2,NJ,College,Over 100k
75007699,202208,32,2,1,CA,College,Over 100k
75007708,202208,52,1,1,AZ,Some College,50k to 100k
75007718,202208,34,1,1,NY,College,50k to 100k
75007723,202208,64,1,1,VA,High School,50k to 100k
75007736,202208,42,1,1,SC,College,50k to 100k
75007747,202208,31,2,2,MD,College,50k to 100k
75007749,202208,52,1,2,FL,College,Under 50k
75007773,202208,28,1,1,IL,Some College,50k to 100k
75007778,202208,31,1,1,CA,College,Over 100k
75007781,202208,39,2,1,PA,Some College,50k to 100k
75007785,202208,54,1,1,OH,College,50k to 100k
75007789,202208,67,1,1,CA,Some College,Under 50k
75007793,202208,71,1,2,RI,Some College,Under 50k
75007794,202208,56,2,1,TX,College,50k to 100k
75007797,202208,51,2,1,PA,College,Over 100k
75007798,202208,42,1,2,RI,High School,Under 50k
75007802,202208,45,1,1,KY,Some College,50k to 100k
75007816,202208,54,2,2,NC,Some College,Under 50k
75007825,202208,25,1,2,CA,College,50k to 100k
75007827,202208,52,2,1,NY,High School,50k to 100k
75007830,202208,66,2,2,OK,Some College,Under 50k
75007832,202208,44,1,2,NY,Some College,Under 50k
75007835,202208,39,2,1,CO,Some College,Under 50k
75007838,202208,57,1,1,TN,High School,Over 100k
75007839,202208,36,2,1,FL,Some College,Over 100k
75007845,202208,44,1,1,FL,College,50k to 100k
75007853,202208,42,2,1,PA,College,Over 100k
75007865,202208,60,2,1,HI,Some College,50k to 100k
75007872,202208,36,2,1,NY,College,Over 100k
75007874,202208,27,2,1,AR,College,Over 100k
75007877,202208,31,1,1,OH,College,Over 100k
75007880,202208,54,1,1,OH,High School,Over 100k
75007882,202208,47,2,1,HI,Some College,Over 100k
75007892,202208,49,2,2,MN,Some College,50k to 100k
75007895,202208,41,1,1,WI,Some College,Under 50k
75007903,202208,45,2,1,WI,Some College,50k to 100k
75007904,202208,26,1,1,WI,College,50k to 100k
75007921,202208,52,1,1,GA,College,Over 100k
75007922,202208,74,1,1,OH,College,50k to 100k
75007924,202208,47,2,1,OH,Some College,Under 50k
75007926,202208,81,2,1,SC,High School,Under 50k
75007927,202208,66,2,1,TN,Some College,Under 50k
75007928,202209,33,2,1,PA,College,Over 100k
75007932,202208,37,2,1,WA,College,Under 50k
75007936,202209,59,2,2,MA,Some College,Over 100k
75007938,202208,79,2,1,CA,College,Over 100k
75007941,202208,70,1,1,MI,Some College,Under 50k
75007943,202208,42,2,1,WA,Some College,Over 100k
75007945,202208,35,1,1,OH,College,Over 100k
75007953,202209,45,1,2,TX,College,Over 100k
75007956,202208,58,1,1,CA,College,Over 100k
75007957,202208,43,1,1,CA,College,Over 100k
75007961,202208,38,2,1,OH,College,50k to 100k
75007962,202209,59,2,1,OK,College,Over 100k
75007963,202208,43,2,2,IN,High School,Under 50k
75007972,202209,78,2,1,PA,Some College,50k to 100k
75007973,202208,55,2,1,NY,College,Over 100k
75007983,202208,39,2,1,MO,College,Over 100k
75007985,202209,35,1,1,CA,College,Over 100k
75007990,202208,39,1,1,NE,Some College,Under 50k
75007994,202208,66,2,1,NY,College,Over 100k
75008000,202208,28,2,1,SD,College,Over 100k
75008001,202208,74,2,1,NC,College,50k to 100k
75008010,202208,71,2,1,MT,College,Under 50k
75008011,202208,41,2,1,OH,College,Over 100k
75008013,202208,65,1,2,OH,College,Under 50k
75008015,202208,19,2,2,CA,Some College,50k to 100k
75008018,202209,43,1,1,IL,College,50k to 100k
75008019,202209,63,2,1,VA,College,Over 100k
75008022,202208,62,2,2,LA,Some College,Under 50k
75008027,202208,41,1,1,MO,Some College,Under 50k
75008031,202208,75,2,1,CO,Some College,Under 50k
75008035,202208,73,2,1,IN,Some College,Under 50k
75008040,202208,77,2,2,NC,College,Under 50k
75008046,202208,48,1,1,SC,College,Over 100k
75008048,202208,81,2,1,AR,High School,Under 50k
75008050,202208,64,1,2,CA,College,50k to 100k
75008057,202208,70,2,1,TX,High School,Under 50k
75008062,202208,61,2,2,NV,High School,Under 50k
75008067,202208,70,2,1,OK,Some College,50k to 100k
75008072,202208,81,2,1,MO,Some College,Under 50k
75008083,202209,84,2,2,LA,College,50k to 100k
75008084,202208,32,2,2,NY,College,Over 100k
75008087,202208,61,2,1,NY,College,50k to 100k
75008090,202209,72,2,1,AZ,Some College,Under 50k
75008093,202208,35,1,1,NY,High School,50k to 100k
75008096,202208,45,1,1,GA,High School,Under 50k
75008101,202208,70,2,1,MA,High School,Under 50k
75008102,202209,39,1,1,OR,College,Over 100k
75008104,202208,56,2,1,NC,College,Over 100k
75008112,202209,69,1,2,CO,Some College,50k to 100k
75008113,202209,57,2,1,CA,Some College,Over 100k
75008114,202209,61,1,2,KS,Some College,Under 50k
75008118,202209,47,1,1,TN,College,50k to 100k
75008127,202208,66,2,1,NJ,College,Over 100k
75008130,202209,35,2,1,OH,College,Over 100k
75008132,202208,35,1,1,FL,High School,Under 50k
75008139,202208,64,2,1,FL,Some College,50k to 100k
75008141,202208,50,2,1,ID,Some College,Over 100k
75008142,202208,51,1,2,MT,College,50k to 100k
75008145,202208,65,1,2,CA,Some College,Under 50k
75008150,202208,47,1,2,MO,College,Under 50k
75008153,202208,20,2,2,NY,Some College,Over 100k
75008154,202208,74,1,1,FL,Some College,Under 50k
75008157,202208,52,2,1,CA,College,Over 100k
75008161,202208,58,2,2,AZ,College,Under 50k
75008174,202208,28,1,2,IL,College,50k to 100k
75008176,202208,53,2,1,CA,College,Over 100k
75008177,202208,40,1,2,GA,College,50k to 100k
75008180,202208,31,2,2,PA,College,50k to 100k
75008183,202209,55,2,1,MI,College,Over 100k
75008193,202208,48,1,2,AL,Some College,50k to 100k
75008195,202208,52,2,2,CA,Some College,Over 100k
75008196,202208,47,1,2,CA,College,Over 100k
75008208,202209,78,1,2,FL,Some College,Under 50k
75008212,202209,44,1,1,AZ,College,Over 100k
75008221,202209,52,1,1,VA,College,Over 100k
75008223,202209,45,2,1,CA,College,Over 100k
75008224,202209,41,2,2,NY,College,50k to 100k
75008229,202210,66,2,1,IA,Some College,Over 100k
75008236,202209,64,1,1,AZ,High School,Over 100k
75008245,202209,31,2,2,MO,Some College,Under 50k
75008247,202209,37,1,2,IN,Some College,Under 50k
75008250,202209,42,1,1,MD,College,Over 100k
75008255,202209,46,1,1,TX,High School,50k to 100k
75008262,202210,42,2,1,MO,College,Over 100k
75008264,202210,67,2,1,CA,College,50k to 100k
75008265,202209,87,1,2,CA,High School,Under 50k
75008273,202209,63,1,2,TN,Some College,50k to 100k
75008277,202209,56,2,2,VA,College,Under 50k
75008279,202209,30,1,1,SC,College,Over 100k
